date,hour,demand
2021-04-28,11,65
2021-04-28,12,69
2021-04-28,13,67
2021-04-28,14,67
2021-04-28,15,67
2021-04-28,16,75
2021-04-28,17,85
2021-04-28,18,82
2021-04-28,19,82
2021-04-28,20,69
2021-04-28,21,65
2021-04-28,22,65
2021-04-28,23,65
2021-04-29,2,58
2021-04-29,6,57
2021-04-29,7,68
2021-04-29,8,75
2021-04-29,9,73
2021-04-29,10,76
2021-04-29,11,75
2021-04-29,12,73
2021-04-29,13,74
2021-04-29,14,72
2021-04-29,15,72
2021-04-29,16,75
2021-04-29,17,80
2021-04-29,18,82
2021-04-29,19,85
2021-04-29,20,72
2021-04-29,21,65
2021-04-29,22,65
2021-04-29,23,62
2021-04-30,0,61
2021-04-30,1,56
2021-04-30,2,56
2021-04-30,4,55
2021-04-30,5,55
2021-04-30,6,54
2021-04-30,7,65
2021-04-30,8,70
2021-04-30,9,74
2021-04-30,10,81
2021-04-30,11,83
2021-04-30,12,83
2021-04-30,13,83
2021-04-30,14,87
2021-04-30,15,93
2021-04-30,16,94
2021-04-30,17,101
2021-04-30,18,92
2021-04-30,19,92
2021-04-30,20,80
2021-04-30,21,74
2021-04-30,22,72
2021-04-30,23,69
2021-05-01,0,59
2021-05-01,1,59
2021-05-01,2,59
2021-05-01,3,60
2021-05-01,6,62
2021-05-01,7,60
2021-05-01,8,70
2021-05-01,9,85
2021-05-01,10,96
2021-05-01,11,128
2021-05-01,12,130
2021-05-01,13,118
2021-05-01,14,117
2021-05-01,15,117
2021-05-01,16,117
2021-05-01,17,107
2021-05-01,18,120
2021-05-01,19,92
2021-05-01,20,83
2021-05-01,21,80
2021-05-01,22,77
2021-05-01,23,69
2021-05-02,0,66
2021-05-02,1,61
2021-05-02,2,60
2021-05-02,3,62
2021-05-02,4,64
2021-05-02,5,59
2021-05-02,6,59
2021-05-02,7,64
2021-05-02,8,70
2021-05-02,9,74
2021-05-02,10,86
2021-05-02,11,124
2021-05-02,12,123
2021-05-02,13,123
2021-05-02,14,121
2021-05-02,15,123
2021-05-02,16,109
2021-05-02,17,106
2021-05-02,18,99
2021-05-02,19,85
2021-05-02,20,78
2021-05-02,21,70
2021-05-02,22,65
2021-05-02,23,60
2021-05-03,0,58
2021-05-03,1,56
2021-05-03,2,55
2021-05-03,3,55
2021-05-03,5,54
2021-05-03,6,51
2021-05-03,7,61
2021-05-03,8,71
2021-05-03,9,72
2021-05-03,10,72
2021-05-03,11,77
2021-05-03,12,83
2021-05-03,13,83
2021-05-03,14,83
2021-05-03,15,85
2021-05-03,16,87
2021-05-03,17,92
2021-05-03,18,82
2021-05-03,19,78
2021-05-03,20,69
2021-05-03,21,60
2021-05-03,23,55
2021-05-04,1,52
2021-05-04,5,54
2021-05-04,6,54
2021-05-04,7,63
2021-05-04,8,73
2021-05-04,9,73
2021-05-04,10,73
2021-05-04,11,72
2021-05-04,12,73
2021-05-04,13,76
2021-05-04,14,73
2021-05-04,15,72
2021-05-04,16,80
2021-05-04,17,80
2021-05-04,18,82
2021-05-04,19,70
2021-05-04,20,62
2021-05-04,21,55
2021-05-04,22,55
2021-05-04,23,55
2021-05-05,0,57
2021-05-05,1,53
2021-05-05,5,53
2021-05-05,6,53
2021-05-05,7,59
2021-05-05,8,68
2021-05-05,9,67
2021-05-05,10,63
2021-05-05,11,59
2021-05-05,12,59
2021-05-05,13,58
2021-05-05,14,61
2021-05-05,15,63
2021-05-05,16,72
2021-05-05,17,79
2021-05-05,18,78
2021-05-05,19,71
2021-05-05,20,65
2021-05-05,21,59
2021-05-05,22,58
2021-05-05,23,48
2021-05-06,0,55
2021-05-06,2,54
2021-05-06,5,54
2021-05-06,6,54
2021-05-06,7,59
2021-05-06,8,69
2021-05-06,9,68
2021-05-06,10,69
2021-05-06,11,74
2021-05-06,12,72
2021-05-06,13,72
2021-05-06,14,72
2021-05-06,15,72
2021-05-06,16,74
2021-05-06,17,76
2021-05-06,18,73
2021-05-06,19,66
2021-05-06,20,60
2021-05-06,21,61
2021-05-06,22,62
2021-05-06,23,56
2021-05-07,0,59
2021-05-07,1,56
2021-05-07,2,56
2021-05-07,3,56
2021-05-07,5,56
2021-05-07,6,56
2021-05-07,7,64
2021-05-07,8,73
2021-05-07,9,78
2021-05-07,10,80
2021-05-07,11,83
2021-05-07,12,82
2021-05-07,13,85
2021-05-07,14,82
2021-05-07,15,85
2021-05-07,16,85
2021-05-07,17,85
2021-05-07,18,83
2021-05-07,19,75
2021-05-07,20,71
2021-05-07,21,67
2021-05-07,22,63
2021-05-07,23,63
2021-05-08,0,66
2021-05-08,1,60
2021-05-08,2,59
2021-05-08,3,57
2021-05-08,4,55
2021-05-08,5,55
2021-05-08,6,55
2021-05-08,7,59
2021-05-08,8,69
2021-05-08,9,79
2021-05-08,10,86
2021-05-08,11,106
2021-05-08,12,119
2021-05-08,13,120
2021-05-08,14,120
2021-05-08,15,120
2021-05-08,16,121
2021-05-08,17,98
2021-05-08,18,92
2021-05-08,19,82
2021-05-08,20,75
2021-05-08,21,72
2021-05-08,22,66
2021-05-08,23,60
2021-05-09,0,65
2021-05-09,1,60
2021-05-09,2,59
2021-05-09,3,56
2021-05-09,6,53
2021-05-09,8,71
2021-05-09,9,77
2021-05-09,10,83
2021-05-09,11,98
2021-05-09,12,112
2021-05-09,13,112
2021-05-09,14,112
2021-05-09,15,113
2021-05-09,16,98
2021-05-09,17,93
2021-05-09,18,92
2021-05-09,19,80
2021-05-09,20,72
2021-05-09,21,67
2021-05-09,22,64
2021-05-09,23,58
2021-05-10,0,56
2021-05-10,1,57
2021-05-10,5,57
2021-05-10,6,54
2021-05-10,7,62
2021-05-10,8,73
2021-05-10,9,72
2021-05-10,10,71
2021-05-10,11,72
2021-05-10,12,77
2021-05-10,13,72
2021-05-10,14,76
2021-05-10,15,77
2021-05-10,16,77
2021-05-10,17,71
2021-05-10,18,73
2021-05-10,19,72
2021-05-10,20,63
2021-05-10,21,60
2021-05-10,22,58
2021-05-10,23,56
2021-05-11,0,61
2021-05-11,2,54
2021-05-11,3,53
2021-05-11,5,53
2021-05-11,6,55
2021-05-11,7,64
2021-05-11,8,72
2021-05-11,9,73
2021-05-11,10,70
2021-05-11,11,66
2021-05-11,12,66
2021-05-11,13,67
2021-05-11,14,64
2021-05-11,15,63
2021-05-11,16,72
2021-05-11,17,73
2021-05-11,18,76
2021-05-11,19,67
2021-05-11,20,63
2021-05-11,21,59
2021-05-11,22,55
2021-05-11,23,55
2021-05-12,0,58
2021-05-12,5,55
2021-05-12,6,57
2021-05-12,7,63
2021-05-12,8,69
2021-05-12,9,69
2021-05-12,10,63
2021-05-12,11,61
2021-05-12,12,59
2021-05-12,13,58
2021-05-12,14,58
2021-05-12,15,63
2021-05-12,16,70
2021-05-12,17,78
2021-05-12,18,73
2021-05-12,19,70
2021-05-12,20,63
2021-05-12,21,61
2021-05-12,22,59
2021-05-12,23,55
2021-05-13,0,56
2021-05-13,1,53
2021-05-13,5,52
2021-05-13,6,57
2021-05-13,7,60
2021-05-13,8,67
2021-05-13,9,70
2021-05-13,10,69
2021-05-13,11,73
2021-05-13,12,70
2021-05-13,13,69
2021-05-13,14,69
2021-05-13,15,73
2021-05-13,16,75
2021-05-13,17,74
2021-05-13,18,73
2021-05-13,19,66
2021-05-13,20,60
2021-05-13,21,59
2021-05-13,22,64
2021-05-13,23,55
2021-05-14,0,58
2021-05-14,1,56
2021-05-14,2,57
2021-05-14,3,56
2021-05-14,5,56
2021-05-14,6,56
2021-05-14,7,61
2021-05-14,8,67
2021-05-14,9,72
2021-05-14,10,78
2021-05-14,11,81
2021-05-14,12,80
2021-05-14,13,80
2021-05-14,14,78
2021-05-14,15,82
2021-05-14,16,82
2021-05-14,17,81
2021-05-14,18,81
2021-05-14,19,73
2021-05-14,20,67
2021-05-14,21,63
2021-05-14,22,61
2021-05-14,23,58
2021-05-15,0,60
2021-05-15,1,56
2021-05-15,2,59
2021-05-15,5,54
2021-05-15,7,54
2021-05-15,8,62
2021-05-15,9,70
2021-05-15,10,82
2021-05-15,11,90
2021-05-15,12,113
2021-05-15,13,119
2021-05-15,14,119
2021-05-15,15,119
2021-05-15,16,119
2021-05-15,17,98
2021-05-15,18,82
2021-05-15,19,78
2021-05-15,20,72
2021-05-15,21,71
2021-05-15,22,65
2021-05-15,23,58
2021-05-16,0,60
2021-05-16,1,48
2021-05-16,2,56
2021-05-16,3,56
2021-05-16,4,53
2021-05-16,6,53
2021-05-16,7,60
2021-05-16,8,62
2021-05-16,9,72
2021-05-16,10,74
2021-05-16,11,88
2021-05-16,12,90
2021-05-16,13,90
2021-05-16,14,90
2021-05-16,15,98
2021-05-16,16,97
2021-05-16,17,88
2021-05-16,18,83
2021-05-16,19,77
2021-05-16,20,70
2021-05-16,21,65
2021-05-16,22,62
2021-05-16,23,61
2021-05-17,4,53
2021-05-17,5,55
2021-05-17,6,53
2021-05-17,7,60
2021-05-17,8,69
2021-05-17,9,71
2021-05-17,10,68
2021-05-17,11,72
2021-05-17,12,74
2021-05-17,13,75
2021-05-17,14,75
2021-05-17,15,78
2021-05-17,16,78
2021-05-17,17,76
2021-05-17,18,75
2021-05-17,19,72
2021-05-17,20,65
2021-05-17,21,60
2021-05-17,22,58
2021-05-17,23,55
2021-05-18,0,56
2021-05-18,1,53
2021-05-18,2,53
2021-05-18,5,57
2021-05-18,6,53
2021-05-18,7,62
2021-05-18,8,68
2021-05-18,9,69
2021-05-18,10,66
2021-05-18,11,66
2021-05-18,12,70
2021-05-18,13,72
2021-05-18,14,71
2021-05-18,15,70
2021-05-18,16,73
2021-05-18,17,73
2021-05-18,18,81
2021-05-18,19,71
2021-05-18,20,63
2021-05-18,21,60
2021-05-18,22,62
2021-05-18,23,59
2021-05-19,0,56
2021-05-19,5,53
2021-05-19,6,52
2021-05-19,7,58
2021-05-19,8,67
2021-05-19,9,71
2021-05-19,10,65
2021-05-19,11,65
2021-05-19,12,70
2021-05-19,13,70
2021-05-19,14,70
2021-05-19,15,70
2021-05-19,16,73
2021-05-19,17,79
2021-05-19,18,80
2021-05-19,19,72
2021-05-19,20,65
2021-05-19,21,63
2021-05-19,22,60
2021-05-19,23,57
2021-05-20,0,53
2021-05-20,1,56
2021-05-20,3,54
2021-05-20,5,51
2021-05-20,6,52
2021-05-20,7,61
2021-05-20,8,69
2021-05-20,9,69
2021-05-20,10,70
2021-05-20,11,76
2021-05-20,12,73
2021-05-20,13,74
2021-05-20,14,74
2021-05-20,15,75
2021-05-20,16,75
2021-05-20,17,76
2021-05-20,18,77
2021-05-20,19,70
2021-05-20,20,63
2021-05-20,21,61
2021-05-20,22,60
2021-05-20,23,56
2021-05-21,0,58
2021-05-21,1,53
2021-05-21,2,56
2021-05-21,5,53
2021-05-21,6,53
2021-05-21,7,56
2021-05-21,8,63
2021-05-21,9,69
2021-05-21,10,77
2021-05-21,11,82
2021-05-21,12,85
2021-05-21,13,80
2021-05-21,14,79
2021-05-21,15,78
2021-05-21,16,78
2021-05-21,17,80
2021-05-21,18,82
2021-05-21,19,77
2021-05-21,20,68
2021-05-21,21,65
2021-05-21,22,63
2021-05-21,23,59
2021-05-22,0,63
2021-05-22,1,57
2021-05-22,2,57
2021-05-22,4,54
2021-05-22,5,54
2021-05-22,6,54
2021-05-22,7,56
2021-05-22,8,65
2021-05-22,9,72
2021-05-22,10,84
2021-05-22,11,98
2021-05-22,12,119
2021-05-22,13,119
2021-05-22,14,119
2021-05-22,15,119
2021-05-22,16,119
2021-05-22,17,110
2021-05-22,18,89
2021-05-22,19,82
2021-05-22,20,76
2021-05-22,21,75
2021-05-22,22,65
2021-05-22,23,59
2021-05-23,0,61
2021-05-23,1,56
2021-05-23,2,56
2021-05-23,3,56
2021-05-23,5,59
2021-05-23,6,55
2021-05-23,7,60
2021-05-23,8,68
2021-05-23,9,73
2021-05-23,10,80
2021-05-23,11,99
2021-05-23,12,107
2021-05-23,13,105
2021-05-23,14,95
2021-05-23,15,100
2021-05-23,16,100
2021-05-23,17,91
2021-05-23,18,94
2021-05-23,19,87
2021-05-23,20,70
2021-05-23,21,67
2021-05-23,22,62
2021-05-23,23,62
2021-05-24,0,60
2021-05-24,1,54
2021-05-24,3,57
2021-05-24,4,57
2021-05-24,5,48
2021-05-24,6,57
2021-05-24,8,73
2021-05-24,9,76
2021-05-24,10,74
2021-05-24,11,81
2021-05-24,12,83
2021-05-24,13,80
2021-05-24,14,82
2021-05-24,15,82
2021-05-24,16,83
2021-05-24,17,82
2021-05-24,18,88
2021-05-24,19,80
2021-05-24,20,67
2021-05-24,21,65
2021-05-24,22,62
2021-05-24,23,55
2021-05-25,0,55
2021-05-25,5,52
2021-05-25,6,55
2021-05-25,7,62
2021-05-25,8,69
2021-05-25,9,72
2021-05-25,10,73
2021-05-25,11,73
2021-05-25,12,78
2021-05-25,13,78
2021-05-25,14,78
2021-05-25,15,74
2021-05-25,16,79
2021-05-25,17,80
2021-05-25,18,88
2021-05-25,19,76
2021-05-25,20,66
2021-05-25,21,65
2021-05-25,22,63
2021-05-25,23,68
2021-05-26,0,55
2021-05-26,1,53
2021-05-26,5,52
2021-05-26,6,53
2021-05-26,7,60
2021-05-26,8,65
2021-05-26,9,70
2021-05-26,10,64
2021-05-26,11,68
2021-05-26,12,74
2021-05-26,13,73
2021-05-26,14,73
2021-05-26,15,72
2021-05-26,16,78
2021-05-26,17,83
2021-05-26,18,82
2021-05-26,19,76
2021-05-26,20,69
2021-05-26,21,67
2021-05-26,22,66
2021-05-26,23,65
2021-05-27,0,54
2021-05-27,1,57
2021-05-27,3,54
2021-05-27,5,56
2021-05-27,6,54
2021-05-27,7,65
2021-05-27,8,69
2021-05-27,9,70
2021-05-27,10,73
2021-05-27,11,78
2021-05-27,12,85
2021-05-27,13,81
2021-05-27,14,78
2021-05-27,15,81
2021-05-27,16,83
2021-05-27,17,85
2021-05-27,18,85
2021-05-27,19,78
2021-05-27,20,66
2021-05-27,21,63
2021-05-27,22,61
2021-05-27,23,60
2021-05-28,0,59
2021-05-28,1,56
2021-05-28,2,58
2021-05-28,3,56
2021-05-28,5,56
2021-05-28,6,56
2021-05-28,7,63
2021-05-28,8,71
2021-05-28,9,76
2021-05-28,10,87
2021-05-28,11,98
2021-05-28,12,109
2021-05-28,13,105
2021-05-28,14,107
2021-05-28,15,106
2021-05-28,16,107
2021-05-28,17,113
2021-05-28,18,96
2021-05-28,19,91
2021-05-28,20,83
2021-05-28,21,83
2021-05-28,22,76
2021-05-28,23,78
2021-05-29,0,61
2021-05-29,1,59
2021-05-29,2,61
2021-05-29,3,61
2021-05-29,5,59
2021-05-29,6,59
2021-05-29,7,63
2021-05-29,8,70
2021-05-29,9,79
2021-05-29,10,99
2021-05-29,11,119
2021-05-29,12,122
2021-05-29,13,153
2021-05-29,14,153
2021-05-29,15,140
2021-05-29,16,132
2021-05-29,17,120
2021-05-29,18,110
2021-05-29,19,107
2021-05-29,20,100
2021-05-29,21,127
2021-05-29,22,94
2021-05-29,23,83
2021-05-30,0,60
2021-05-30,1,58
2021-05-30,2,61
2021-05-30,3,60
2021-05-30,4,63
2021-05-30,6,60
2021-05-30,7,69
2021-05-30,8,75
2021-05-30,9,85
2021-05-30,10,85
2021-05-30,11,120
2021-05-30,12,126
2021-05-30,13,135
2021-05-30,14,137
2021-05-30,15,126
2021-05-30,16,137
2021-05-30,17,120
2021-05-30,18,124
2021-05-30,19,99
2021-05-30,20,85
2021-05-30,21,83
2021-05-30,22,78
2021-05-30,23,79
2021-05-31,0,61
2021-05-31,1,54
2021-05-31,2,58
2021-05-31,5,54
2021-05-31,6,54
2021-05-31,7,67
2021-05-31,8,80
2021-05-31,9,81
2021-05-31,10,85
2021-05-31,11,82
2021-05-31,12,92
2021-05-31,13,87
2021-05-31,14,89
2021-05-31,15,94
2021-05-31,16,94
2021-05-31,17,103
2021-05-31,18,105
2021-05-31,19,105
2021-05-31,20,82
2021-05-31,21,78
2021-05-31,22,80
2021-05-31,23,82
2021-06-01,0,62
2021-06-01,1,64
2021-06-01,2,64
2021-06-01,5,63
2021-06-01,6,63
2021-06-01,7,69
2021-06-01,8,75
2021-06-01,9,78
2021-06-01,10,78
2021-06-01,11,85
2021-06-01,12,93
2021-06-01,13,98
2021-06-01,14,104
2021-06-01,15,104
2021-06-01,16,110
2021-06-01,17,104
2021-06-01,18,92
2021-06-01,19,82
2021-06-01,20,76
2021-06-01,21,78
2021-06-01,22,85
2021-06-01,23,88
2021-06-02,0,59
2021-06-02,2,58
2021-06-02,5,55
2021-06-02,6,55
2021-06-02,7,59
2021-06-02,8,66
2021-06-02,9,68
2021-06-02,10,66
2021-06-02,11,63
2021-06-02,12,73
2021-06-02,13,74
2021-06-02,14,74
2021-06-02,15,77
2021-06-02,16,80
2021-06-02,17,85
2021-06-02,18,88
2021-06-02,19,83
2021-06-02,20,72
2021-06-02,21,71
2021-06-02,22,63
2021-06-02,23,59
2021-06-03,0,58
2021-06-03,2,58
2021-06-03,5,56
2021-06-03,6,58
2021-06-03,7,66
2021-06-03,8,74
2021-06-03,9,75
2021-06-03,10,85
2021-06-03,11,89
2021-06-03,12,94
2021-06-03,13,90
2021-06-03,14,94
2021-06-03,15,101
2021-06-03,16,94
2021-06-03,17,99
2021-06-03,18,94
2021-06-03,19,84
2021-06-03,20,77
2021-06-03,21,77
2021-06-03,22,70
2021-06-03,23,68
2021-06-04,0,62
2021-06-04,1,61
2021-06-04,2,61
2021-06-04,4,59
2021-06-04,5,59
2021-06-04,6,59
2021-06-04,7,71
2021-06-04,8,75
2021-06-04,9,82
2021-06-04,10,101
2021-06-04,11,117
2021-06-04,12,109
2021-06-04,13,127
2021-06-04,14,118
2021-06-04,15,133
2021-06-04,16,109
2021-06-04,17,108
2021-06-04,18,121
2021-06-04,19,108
2021-06-04,20,121
2021-06-04,21,139
2021-06-04,22,113
2021-06-04,23,92
2021-06-05,0,67
2021-06-05,1,71
2021-06-05,2,71
2021-06-05,3,67
2021-06-05,5,67
2021-06-05,6,67
2021-06-05,7,71
2021-06-05,8,77
2021-06-05,9,97
2021-06-05,10,119
2021-06-05,11,156
2021-06-05,12,222
2021-06-05,13,241
2021-06-05,14,231
2021-06-05,15,231
2021-06-05,16,222
2021-06-05,17,189
2021-06-05,18,141
2021-06-05,19,142
2021-06-05,20,151
2021-06-05,21,170
2021-06-05,22,141
2021-06-05,23,120
2021-06-06,0,66
2021-06-06,1,66
2021-06-06,2,68
2021-06-06,3,64
2021-06-06,6,63
2021-06-06,8,73
2021-06-06,9,86
2021-06-06,10,109
2021-06-06,11,132
2021-06-06,12,151
2021-06-06,13,166
2021-06-06,14,166
2021-06-06,15,149
2021-06-06,16,139
2021-06-06,17,136
2021-06-06,18,129
2021-06-06,19,119
2021-06-06,20,123
2021-06-06,21,144
2021-06-06,22,110
2021-06-06,23,92
2021-06-07,0,59
2021-06-07,1,57
2021-06-07,2,56
2021-06-07,4,57
2021-06-07,5,56
2021-06-07,6,62
2021-06-07,7,67
2021-06-07,8,78
2021-06-07,9,82
2021-06-07,10,75
2021-06-07,11,85
2021-06-07,12,99
2021-06-07,13,99
2021-06-07,14,94
2021-06-07,15,96
2021-06-07,16,92
2021-06-07,17,107
2021-06-07,18,84
2021-06-07,19,87
2021-06-07,20,73
2021-06-07,21,72
2021-06-07,22,67
2021-06-07,23,63
2021-06-08,0,59
2021-06-08,1,58
2021-06-08,4,57
2021-06-08,6,60
2021-06-08,7,68
2021-06-08,8,81
2021-06-08,9,82
2021-06-08,10,74
2021-06-08,11,72
2021-06-08,12,82
2021-06-08,13,86
2021-06-08,14,82
2021-06-08,15,82
2021-06-08,16,86
2021-06-08,17,91
2021-06-08,18,92
2021-06-08,19,81
2021-06-08,20,75
2021-06-08,21,75
2021-06-08,22,73
2021-06-08,23,82
2021-06-09,0,60
2021-06-09,1,58
2021-06-09,6,58
2021-06-09,7,66
2021-06-09,8,72
2021-06-09,9,74
2021-06-09,10,62
2021-06-09,11,60
2021-06-09,12,73
2021-06-09,13,74
2021-06-09,14,76
2021-06-09,15,77
2021-06-09,16,78
2021-06-09,17,85
2021-06-09,18,85
2021-06-09,19,74
2021-06-09,20,71
2021-06-09,21,71
2021-06-09,22,67
2021-06-09,23,63
2021-06-10,0,57
2021-06-10,1,57
2021-06-10,2,59
2021-06-10,3,59
2021-06-10,5,58
2021-06-10,6,59
2021-06-10,7,68
2021-06-10,8,76
2021-06-10,9,74
2021-06-10,10,75
2021-06-10,11,80
2021-06-10,12,85
2021-06-10,13,85
2021-06-10,14,84
2021-06-10,15,94
2021-06-10,16,93
2021-06-10,17,84
2021-06-10,18,84
2021-06-10,19,81
2021-06-10,20,73
2021-06-10,21,72
2021-06-10,22,72
2021-06-10,23,66
2021-06-11,0,72
2021-06-11,1,68
2021-06-11,2,72
2021-06-11,5,67
2021-06-11,6,66
2021-06-11,7,73
2021-06-11,8,82
2021-06-11,9,83
2021-06-11,10,94
2021-06-11,11,105
2021-06-11,12,109
2021-06-11,13,114
2021-06-11,14,114
2021-06-11,15,112
2021-06-11,16,107
2021-06-11,17,107
2021-06-11,18,100
2021-06-11,19,92
2021-06-11,20,93
2021-06-11,21,103
2021-06-11,22,92
2021-06-11,23,82
2021-06-12,0,72
2021-06-12,1,66
2021-06-12,2,66
2021-06-12,3,60
2021-06-12,6,59
2021-06-12,7,60
2021-06-12,8,71
2021-06-12,9,82
2021-06-12,10,112
2021-06-12,11,120
2021-06-12,12,151
2021-06-12,13,205
2021-06-12,14,198
2021-06-12,15,209
2021-06-12,16,179
2021-06-12,17,151
2021-06-12,18,120
2021-06-12,19,105
2021-06-12,20,106
2021-06-12,21,130
2021-06-12,22,111
2021-06-12,23,89
2021-06-13,0,65
2021-06-13,1,61
2021-06-13,2,63
2021-06-13,3,60
2021-06-13,6,59
2021-06-13,7,67
2021-06-13,8,72
2021-06-13,9,82
2021-06-13,10,92
2021-06-13,11,104
2021-06-13,12,115
2021-06-13,13,123
2021-06-13,14,115
2021-06-13,15,114
2021-06-13,16,109
2021-06-13,17,103
2021-06-13,18,105
2021-06-13,19,92
2021-06-13,20,92
2021-06-13,21,104
2021-06-13,22,82
2021-06-13,23,78
2021-06-14,0,58
2021-06-14,1,59
2021-06-14,6,54
2021-06-14,7,61
2021-06-14,8,70
2021-06-14,9,74
2021-06-14,10,76
2021-06-14,11,83
2021-06-14,12,108
2021-06-14,13,94
2021-06-14,14,87
2021-06-14,15,88
2021-06-14,16,82
2021-06-14,17,82
2021-06-14,18,82
2021-06-14,19,81
2021-06-14,20,68
2021-06-14,21,64
2021-06-14,22,63
2021-06-14,23,57
2021-06-15,0,56
2021-06-15,6,56
2021-06-15,7,63
2021-06-15,8,67
2021-06-15,9,72
2021-06-15,10,68
2021-06-15,11,71
2021-06-15,12,81
2021-06-15,13,82
2021-06-15,14,78
2021-06-15,15,78
2021-06-15,16,85
2021-06-15,17,85
2021-06-15,18,91
2021-06-15,19,78
2021-06-15,20,68
2021-06-15,21,67
2021-06-15,22,68
2021-06-15,23,65
2021-06-16,0,56
2021-06-16,1,53
2021-06-16,2,54
2021-06-16,5,53
2021-06-16,6,57
2021-06-16,7,61
2021-06-16,8,69
2021-06-16,9,68
2021-06-16,10,62
2021-06-16,11,62
2021-06-16,12,72
2021-06-16,13,72
2021-06-16,14,72
2021-06-16,15,75
2021-06-16,16,75
2021-06-16,17,82
2021-06-16,18,83
2021-06-16,19,73
2021-06-16,20,63
2021-06-16,21,64
2021-06-16,22,63
2021-06-16,23,60
2021-06-17,0,54
2021-06-17,1,55
2021-06-17,3,55
2021-06-17,5,53
2021-06-17,6,56
2021-06-17,7,59
2021-06-17,8,69
2021-06-17,9,71
2021-06-17,10,74
2021-06-17,11,82
2021-06-17,12,82
2021-06-17,13,85
2021-06-17,14,85
2021-06-17,15,93
2021-06-17,16,86
2021-06-17,17,88
2021-06-17,18,89
2021-06-17,19,82
2021-06-17,20,69
2021-06-17,21,68
2021-06-17,22,65
2021-06-17,23,61
2021-06-18,0,64
2021-06-18,2,59
2021-06-18,3,59
2021-06-18,5,56
2021-06-18,6,58
2021-06-18,7,65
2021-06-18,8,72
2021-06-18,9,80
2021-06-18,10,83
2021-06-18,11,92
2021-06-18,12,98
2021-06-18,13,100
2021-06-18,14,95
2021-06-18,15,105
2021-06-18,16,93
2021-06-18,17,93
2021-06-18,18,87
2021-06-18,19,76
2021-06-18,20,72
2021-06-18,21,72
2021-06-18,22,69
2021-06-18,23,65
2021-06-19,0,68
2021-06-19,1,66
2021-06-19,2,66
2021-06-19,3,64
2021-06-19,7,65
2021-06-19,8,73
2021-06-19,9,78
2021-06-19,10,103
2021-06-19,11,116
2021-06-19,12,115
2021-06-19,13,143
2021-06-19,14,126
2021-06-19,15,141
2021-06-19,16,121
2021-06-19,17,110
2021-06-19,18,92
2021-06-19,19,78
2021-06-19,20,73
2021-06-19,21,77
2021-06-19,22,70
2021-06-19,23,61
2021-06-20,0,65
2021-06-20,1,61
2021-06-20,2,63
2021-06-20,3,60
2021-06-20,4,56
2021-06-20,6,63
2021-06-20,7,65
2021-06-20,8,68
2021-06-20,9,79
2021-06-20,10,80
2021-06-20,11,91
2021-06-20,12,100
2021-06-20,13,98
2021-06-20,14,98
2021-06-20,15,100
2021-06-20,16,92
2021-06-20,17,92
2021-06-20,18,87
2021-06-20,19,73
2021-06-20,20,72
2021-06-20,21,73
2021-06-20,22,64
2021-06-20,23,62
2021-06-21,0,58
2021-06-21,1,53
2021-06-21,2,57
2021-06-21,5,56
2021-06-21,6,60
2021-06-21,7,58
2021-06-21,8,65
2021-06-21,9,67
2021-06-21,10,67
2021-06-21,11,77
2021-06-21,12,88
2021-06-21,13,81
2021-06-21,14,79
2021-06-21,15,79
2021-06-21,16,74
2021-06-21,17,75
2021-06-21,18,73
2021-06-21,19,71
2021-06-21,20,65
2021-06-21,21,60
2021-06-21,22,59
2021-06-21,23,57
2021-06-22,1,57
2021-06-22,3,53
2021-06-22,5,57
2021-06-22,6,49
2021-06-22,7,59
2021-06-22,8,62
2021-06-22,9,62
2021-06-22,10,62
2021-06-22,11,63
2021-06-22,12,71
2021-06-22,13,68
2021-06-22,14,68
2021-06-22,15,67
2021-06-22,16,72
2021-06-22,17,72
2021-06-22,18,74
2021-06-22,19,70
2021-06-22,20,63
2021-06-22,21,61
2021-06-22,22,59
2021-06-22,23,61
2021-06-23,0,55
2021-06-23,1,56
2021-06-23,5,53
2021-06-23,6,57
2021-06-23,7,59
2021-06-23,8,64
2021-06-23,9,70
2021-06-23,10,64
2021-06-23,11,68
2021-06-23,12,73
2021-06-23,13,73
2021-06-23,14,73
2021-06-23,15,76
2021-06-23,16,74
2021-06-23,17,81
2021-06-23,18,81
2021-06-23,19,72
2021-06-23,20,63
2021-06-23,21,62
2021-06-23,22,61
2021-06-23,23,57
2021-06-24,0,55
2021-06-24,1,58
2021-06-24,3,55
2021-06-24,5,54
2021-06-24,6,55
2021-06-24,7,60
2021-06-24,8,65
2021-06-24,9,71
2021-06-24,10,72
2021-06-24,11,83
2021-06-24,12,83
2021-06-24,13,83
2021-06-24,14,83
2021-06-24,15,88
2021-06-24,16,83
2021-06-24,17,85
2021-06-24,18,81
2021-06-24,19,75
2021-06-24,20,64
2021-06-24,21,60
2021-06-24,22,59
2021-06-24,23,57
2021-06-25,0,56
2021-06-25,1,54
2021-06-25,2,56
2021-06-25,5,55
2021-06-25,6,55
2021-06-25,7,60
2021-06-25,8,63
2021-06-25,9,69
2021-06-25,10,81
2021-06-25,11,83
2021-06-25,12,77
2021-06-25,13,79
2021-06-25,14,75
2021-06-25,15,78
2021-06-25,16,77
2021-06-25,17,78
2021-06-25,18,75
2021-06-25,19,71
2021-06-25,20,62
2021-06-25,21,63
2021-06-25,22,60
